smiles,IE
C=C=C=C,9.15
C1SCS1,8.5
C=C(C)CN,8.8
C1CCCC1,10.33
c1cn[nH]c1,9.25
c1cnoc1,9.96
c1cnsc1,9.55
c1c[nH]cn1,8.81
c1c[nH]nn1,10.06
NCCC(=O)O,8.8
c1nc[nH]n1,9.8
c1nn[nH]n1,10.95
C1OCOO1,10.1
CCN=CC(C)C,8.5
CC(C)(C)C(=C(C(C)(C)C)C(C)(C)C)C(C)(C)C,8.17
O=c1c(Cl)c(Cl)c1=O,9.5
[CH]1C=C1,6.6
C1=COC=CC1,8.4
CC1(C)CC(=O)CC(C)(C)N1[O],7.4
c1ccnnc1,8.74
c1cncnc1,9.33
c1cnnnc1,9.3
c1cnccn1,9.29
c1cnncn1,9.2
C1=COC=CO1,7.75
C1=CSC=CS1,7.7
c1ncncn1,10.01
c1nncnn1,9.14
CN(C)c1ccc(C(C)(C)C)cc1,6.9
C1SCSCS1,7.7
CC(C)(C)P(F)C(C)(C)C,8.2
CC(C)(C)P(F)F,9.2
C1=CC2(C=Cc3ccccc31)CC2,8
CC1(C)OCCO1,9.2
C1CCCCCC1,9.9
OC1CCC1,9.25
C[Si]1(C)Oc2ccccc2-c2ccccc21,7
C1CCCCCCC1,9.75
C=C1C=CC(C)(C)C=C1,8
C#C[CH2],8.67
C=C=[N],10
C1CCCCCCCCC1,9.6
[C-]#[S+],11.33
C=C(C)O,8.64
C1CCCCCCCCCCC1,9.72
Cc1ccc(CC#N)cc1,9.16
C#Cc1ccc2ccccc2c1,8.11
C1COCCOCCOCCO1,8.8
COc1ccc(C)cc1N=Nc1ccc([N+](=O)[O-])cc1,7.8
C1CNCCNCCCNCCNC1,7.8
O=c1cc1,9.47
CCN1CCN=C1S,7.7
BrC1=CC=C=C[CH]1,9.04
C=C=CC=C=C,8.55
C=C[C](C)C,7.13
O=C1CC(=O)C2CC12,9.4
CC(C)(C)CC=O,9.61
COC1CCCC1OC,8.7
COC1CCCCC1OC,8.7
CC12CC1(C)C(=O)CC2=O,9.1
CN(C)P1(F)=NP(F)(F)=NP(F)(N(C)C)=N1,8.9
C=CCc1ccccc1,8.6
CC(N)Cc1ccccc1,8.5
CC(=O)CI,9.3
CC(C)(C)Sc1ccccc1,8.38
CC(C)Sc1ccccc1,7.9
C[CH]N,5.7
[CH2]N(C)C,5.7
N=C(S)c1ccccc1Br,8.5
NC(CO)C(=O)O,8.7
O=C1c2cc3ccccc3cc2C(=O)c2cc3ccccc3cc21,8.07
COC1CCCCC1OC,8.6
CC=C=C(C)C,8.64
CC(=O)C=Cc1cccc(Cl)c1,8.9
CC1CC[Si]1(C)C,8.59
FC(F)(F)C(Cl)Cl,11.5
CC1CCCC(C)(C)C1,9.39
CCCC1=CCCC1,8.48
CCCCC(C)=C(C)C,8.14
CCCC(C)=C(C)CC,8.08
CCN1CCN(CC)C1=S,7.5
[CH]1CC2CCC1C2,6.84
C1=CC2CCC12,9
IC1CC2CCC1C2,9
NC1CC2CCC1C2,8.3
C1CC2CCCN(C1)CCC2,6.94
CC(C)(C)c1cc(C(C)(C)C)c(I)c(C(C)(C)C)c1,7.5
C1C2C3CC4C1C4CC23,8.2
COP1OCCCO1,8.74
CS(=O)(=O)c1ccccc1,9.5
N#CC#CBr,10.6
C1C2CC1C2,9.65
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,11.3
CC12CC(=O)C(C1)C(C)(C)C2=O,9.1
C1COCCNCCOCCOCCN1,8.2
[CH2]NC,5.9
CC1=C(Br)C(=O)c2ccccc2C1=O,9.25
C1COCCN2CCOCCOCCN(CCO1)CCOCC2,7.4
Fc1c(F)c(F)c2c(F)c(F)c(F)c(F)c2c1F,8.87
c1ccc2c(c1)cc1c3ccccc3c3cc4ccccc4c4c5ccccc5c2c1c34,7.02
c1ccc2cc3c(cc2c1)c1cc2ccccc2c2ccc4c5ccccc5cc3c4c21,6.99
c1ccc2cc3c(cc2c1)c1c2ccccc2cc2ccc4cc5ccccc5c3c4c21,6.94
c1ccc2cc3c(cc2c1)c1c2ccccc2cc2c4ccccc4c4cc5ccccc5c3c4c21,6.95
CC1=C(CCl)C(=O)c2ccccc2C1=O,9.25
CC(=O)C=Cc1ccc(Cl)cc1,8.7
Cc1cc2ccccc2c2cc3ccccc3cc12,7.33
C#CC#CC#C,9.5
Cc1cccc2c1ccc1cc3ccccc3cc12,7.3
Cc1ccc2cc3c(ccc4cc(C)ccc43)cc2c1,7.2
C[C]=O,7
Cl[C](Cl)Cl,8.11
Clc1ccc(Cl)s1,8.6
c1cc(-c2ccsc2)cs1,7.99
OCC1(c2ccccc2)CC1,8.35
CN=C(NC)NC#N,8.5
c1cc2c(cn1)=c1cnccc1=2,8.3
CCOCCl,10.3
C=CC=Cc1ccccc1,8.39
N#CC#CF,11.51
O=COCC(F)(F)F,11.31
CCc1ccco1,8.45
C1#Cc2cccc3cccc(c23)C#CCCCC1,7.5
C1#Cc2cccc3cccc(c23)C#CCCC1,7.53
Fc1cccc2ccccc12,8.15
COc1cc(Br)c(CC(C)N)cc1OC,7.4
Fc1ccccc1-c1ccccc1,8.2
C=C1C=CCC=C1,8.6
O=Cc1ccc(-c2ccccc2)cc1,8.47
O=C1C=CC1,9.3
C=C1C(=C)C1=C,8.8
Fc1ccc2ccccc2c1,8.23
Fc1ccc(-c2ccccc2)cc1,8
[CH2]C(F)(F)F,10.6
c1cc2c3c(cccc3c1)C1CCC21,7.6
Fc1cc(F)c(F)cc1F,9.33
CCCCC(N)C(=O)O,8.52
CC(C)(C)c1ccc([N+](=O)[O-])cc1,9.29
FC1(F)c2c3c(c4c(c2C1(F)F)C(F)(F)C4(F)F)C(F)(F)C3(F)F,11.1
C1CCC2CCCC2C1,9.46
FC1(F)c2c3c(c4c(c2C(F)(F)C1(F)F)C(F)(F)C(F)(F)C4(F)F)C(F)(F)C(F)(F)C3(F)F,11.3
C=c1c2ccccc2c(=C)c2ccccc12,7.6
C1COCCOCCOCCOCCO1,8.9
C1CC2CCC1N=N2,7.79
C#CCC=C=C,9.4
[CH],10.64
C#C[CH]C,7.97
CC(C)=C(C)CC(C)(C)C,8.1
c1ccc(N2CCC2)cc1,7.1
CC1(C)C#CC(C)(C)CCC1,8.4
CN(C)P(Cl)N(C)C,7.6
C=[N+]=[N-],9
Cc1cccc2c1ccc1c3ccccc3ccc21,7.46
Cc1cccc2ccc3c4ccccc4ccc3c12,7.44
Cc1ccc2ccc3c4ccccc4ccc3c2c1,7.46
Cc1ccc2c(ccc3c4ccccc4ccc23)c1,7.49
S=c1ssc2ccccc12,7.9
BrC1CCCC1Br,10.02
CC#CCc1ccccc1,8.6
C1=C(c2ccccc2)CC1,8.2
O=C1CCC1=O,9.4
CN1CCN(C)C1(C)C,7.2
C#COC=C,9.4
NC(CS)C(=O)O,9.5
C=CC=C=CC,8.56
C=C(C(=C)C(C)(C)C)C(C)(C)C,8.5
COP1OCCC(C)O1,8.7
ClNCl,9.98
ClC1CCCCCCCCCCC1,9.04
C=CC(=C)CC,8.79
CCCC1C=CCC1,8.84
Cc1ccc2cc[nH]c2c1,7.54
SC12CC3CC(CC(C3)C1)C2,8.6
c1ccc2c(c1)C1C3C2C13,8
c1ccc(-c2ccncn2)cc1,8.65
CC[Si](C)(C)C,9.6
Fc1c(F)c(F)c(Br)c(F)c1F,9.62
Fc1c(F)c(F)c(Cl)c(F)c1F,9.72
S=c1cc(-c2ccccc2)ss1,7.8
C#CCCCCCCC,9.93
c1cnc(-c2ncccn2)nc1,8.3
Cl[CH]Cl,8.32
C[CH]CCCCC,6.95
c1ccc2c(c1)cc1c3ccc4c5cc6ccccc6c6cccc(c7ccc(c8cccc2c81)c3c74)c65,6.4
c1ccc2c(c1)c1cccc3c4ccc5cc6c7cccc8cccc(c9ccc%10c%11ccc2c(c13)c%11c4c5c%10c96)c87,6.72
c1ccc2c(c1)cc1c3c2cccc3c2ccc3c4cccc5c6ccccc6cc(c54)c4c5ccccc5c1c2c34,6.18
Fc1ccccc1Cl,9.18
C1C2CC3CC1CC(SSC14CC5CC(CC(C5)C1)C4)(C2)C3,7.5
Cc1cc2c(C)cc1CCc1ccc(cc1)CC2,7.4
Cc1cccc2c1ccc1cc3ccccc3c(C)c12,7.18
Cc1cccc2c1ccc1c(C)c3ccccc3c(C)c12,7.06
CCCCCCC#CCCCCCC,9.03
Cc1ccc(F)cc1,8.79
Fc1ccc(Cl)cc1,9.01
Cc1cccc(F)c1,8.91
CCSCC,8.42
O=C(F)F,13.04
FC(Br)(Br)Br,10.67
Nc1cc[n+]([O-])cc1,7.67
C[Si](C)(F)F,11.03
FC(F)(F)CI,10
N#CC(F)(F)F,13.93
N=C(O)C(F)(F)F,10.8
[CH]1C=CC=CC=C1,6.28
C=CN=C=O,9.3
C1C23CC12C3,9.74
CC1(C)OOC1(C)C,8.53
C=C(CC)C(=O)O,10.06
FC(F)=CCl,9.8
FC=C(F)F,10.14
FN(C(F)(F)F)C(F)(F)F,11.6
O=C(C(F)F)C(F)F,10.7
CN(C)c1cccc[n+]1[O-],7.62
C1=CC2(C=CC13CC3)CC2,7.33
C=CC=CC(C)(C)C,8.43
CC1(C)CC(=O)CC(C)(C)N1O,8.51
Fc1cc(F)c(F)c(F)c1F,9.63
CC(C)=C1C2C=CC1C=C2,7.97
O=[N+]([O-])c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,9.97
c1ccc2c(c1)cc1c3cc4ccccc4c4c5ccccc5cc(c5cc6ccccc6c2c15)c34,6.82
CC=CC=NCC,8.9
c1cc2cccc3[se][se]c(c1)c23,7.06
CSSSC,8.73
c1ccc(-c2ccccn2)nc1,8.35
O=c1c2ccccc1cccc2,8
CC1=CC1(C)C,8.58
Fc1ccccc1F,9.29
Oc1ccccc1F,8.68
Fc1ccc(F)c(F)c1,9.3
Cc1cccc2ccc3cccc(C)c3c12,7.53
CC(=O)CC(=O)C(F)(F)F,9.47
CC=CC(C)CC,8.91
CCOC(=O)N1CC2C=CC1CC2,8
Cc1cc2ccccc2c2ccc3ccccc3c12,7.4
O=CC1=CC1,9.6
C[Si](C)(C)[Si](C)(C)[Si](C)(C)C,7.7
Cc1coc(C)c1,8.39
Oc1ccc(F)cc1,8.5
OCCF,10.66
Fc1cccc(F)c1,9.33
O=C(O)C1CCC1,10.35
Oc1cccc(F)c1,8.73
Fc1cc(F)cc(F)c1,9.64
Fc1ccccn1,9.4
C=C(C)C#CC(=C)C,8.95
C1=CC2CCC2C=C1,7.6
C1=CCC=CCC=C1,8.5
C=CC=CC=CC=C,7.79
CCCCCC#CCCCCCCC,9.09
C[Si](F)(F)F,12.48
CC(C)(C)C=Cc1ccccc1,8.29
CCCCCC1CCCC1,9.91
COP1OCCO1,9.06
CCC1CC=CCC1,8.88
[CH2]C(C)(C)C,7.88
[CH2]F,9.04
c1cc2ccc1CCCCCCC2,8
C=CCC1=CCCC1,8.6
C[N+]([O-])=[N+](C)[O-],8.3
CC[Se]c1ccccc1C,7.3
CCOC(=O)N1CC2CCC1CC2=O,8.5
O=C(O)c1ccc(N=Nc2ccccc2)cc1,8.3
C=C1C2C=CC1C=C2,8.5
CC(=O)C=Cc1ccc(Br)cc1,8.9
CC1(C)SSC(C)(C)S1,8
CCOC(=O)C(F)(F)F,11
CC(C)(C)C=Cc1ccccc1,7.8
CC1(C)CC2CC(=O)C1C2,8.75
CC1(C)C(=O)C2CC(=O)C1C2,9
c1cc2ccc3cccc4c3c2c(c1)c1c2cccc3ccc5cccc(c5c32)c41,6.9
c1ccc2cc3c(cc2c1)c1ccccc1c1c2cc4ccccc4cc2c2ccccc2c31,6.83
c1ccc2cc3cc4c(cc3cc2c1)c1ccccc1c1c2ccccc2c2ccccc2c41,6.73
CC1=CCC(C)=C1C,7.96
CN(C)c1ccc(C=Cc2ccc(F)cc2)cc1,6.4
CN1CCCN1C,6.66
Fc1ccccc1-c1ccccc1F,8.35
[CH]1CCCC1,7.21
[C-]=[F+],9.11
Fc1c(F)c(F)c(F)c(F)c1F,9.9
N#Cc1ccccc1F,9.78
C1=CC=CC(C2C=CC=CC=C2)C=C1,8.2
C=CC=CCCCC,8.45
CC(C)[O],9.2
Fc1cccc(-c2cccc(F)c2)c1,8.35
c1cc2c3c(cccc3c1)S2,8
CC(C)(C)c1ccc(Cl)cc1,8.52
CC(C)(C)c1ccc(Br)cc1,8.49
CC(C)(C)c1cc(C(C)(C)C)c(Br)c(C(C)(C)C)c1,8
Fc1ccc(-c2ccc(F)cc2)cc1,8
Cc1cc(C)c(N=S=O)c(C)c1,8.2
CCCC=C(C)C(C)=O,9.22
Cc1cc(C)cc(N=S=O)c1,8.2
O=c1c2cc3cscc3cc1CCCCC2,8.1
O=c1c2cc3cscc3cc1CCCCCC2,8.15
C=CC=C(C)CCC,8.02
C1=Cc2ccccc21,7.5
O=[N+]([O-])c1cccc(F)c1,9.88
CC#CC#CCl,9.19
CC(=O)c1ccc(F)cc1,9.57
N#Cc1cccc(F)c1,9.79
c1cc2c3c(cccc3c1)C1C3C2C13,7.55
CC=CCCC,8.97
Cc1ccc(CN(C)C)cc1,7.61
C1CC2CCC1C1(CC1)C21CC1,8.3
C=C1C=C1,8.15
c1ccc(N2CCCCC2)cc1,7.1
c1ccc(N2CCCC2)cc1,6.8
C[Si](C)(C)[Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C,7.41
C=[Si](C)C,7.71
[C+]#C[N-],12
CC1(C)C=CC=C1,8.2
CC1CC1(C)C,8.9
Cc1ccccc1N1CCCC1,6.8
CN=NC,8.45
CN(C)[N+](=O)[O-],9.53
CC=CC=O,9.73
COP1OC(C)CC(C)O1,8.69
N#CN,10.4
C1CS1,9.05
CC(C)(F)F,11.42
C[Si](C)(C)F,10.31
CC(C)(C)c1ccc(C#N)cc1,8.8
CC1C=CC=CCC1=O,8.23
C#CC=CCCCC,8.87
CC(=O)C(F)(F)F,10.67
OCC(F)(F)C(F)(F)F,11.2
CCCCCC#CCCCCCC,9.05
CC1=CC=CC1(C)C,8
CC1=C(C)C(C)=C(C)C1,7.8
CC1=CC=C(C)C1(C)C,7.84
CC(C)(C)C#Cc1ccccc1,8.32
CC(C)SSC(C)C,8
OC1Cc2ccccc2C1,8.5
CCN(CC)N(CC)CC,6.5
CC(C)C1C=CCC1,8.81
C#COc1ccccc1,8.7
c1ccc2c(c1)OC1c3ccccc3C1O2,7.6
c1cc2ccc3cc(ccc4ccc5cc1ccc5c4)ccc3c2,7.1
CC(=O)CF,9.9
CC(=O)C(C)=O,9.3
CCCCCCOO,9.47
FC(F)(F)N(C(F)(F)F)C(F)(F)F,11.7
N#CC(F)=C(F)F,10.6
N#CN=O,10.93
O=C(c1ccccc1)C(F)(F)F,9.72
CC[C](C)C,6.65
Fc1c(F)c(F)c(-c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,9.4
c1ccc2cc3c(cc2c1)cc1c2c3ccc3cccc(c32)c2c3cccc4ccc5cccc(c5c43)c12,6.58
N#CC(=C=O)C#N,10.56
c1ccc2c(c1)C1CCN2CC1,7.85
OC=Cc1ccccc1,8.71
c1ccc(C2CCC2)cc1,8.4
C=CC(O)c1ccccc1,8.6
CCSCSCC,8.22
O=C1CCCCCCCCCCC1=NO,8.99
C#CC#CCC,9.41
C1=CC2CC1c1ccccc12,8.1
CCCN(CC)CC,7.7
C1=Cc2ccccc2CC1,8.1
CCN(C(C)=O)C1=C(Cl)C(=O)c2ccccc2C1=O,8.7
O=C1C=CC(=O)CC1,9.77
CC(=CC(=O)O)c1ccccc1Cl,8.85
O=C(Cc1ccccc1)c1ccccc1,8.5
O=C(O)C=Cc1ccccc1F,9
C1C2C3C4C1C1C2C3C41,8.47
COBOC,9.7
[CH]1CCC1,7.54
C[Si](C)(C)Sc1ccccc1,8.67
C1CCC2CCCC2C1,9.46
O=C(F)c1ccccc1,9.5
CC(=O)c1cccc(F)c1,9.76
O=C(O)c1cccc(F)c1,9.91
O=C(O)c1ccc(F)cc1,9.91
COc1cccc(F)c1,8.41
C12C3C4C1C1C2C2C3C4C12,8.3
O=C=C(Cl)Cl,9
CCOC(=O)CN,8.8
CNc1ccccn1,8.26
C#CC#C,10.17
N#CC#N,13.4
COCC(F)(F)F,10.53
F[C]=C(F)F,10.2
CCOc1ccc2ccccc2n1,8
Oc1cnnc(O)n1,10
Fc1ccccc1,9.2
[CH2]C(C)C,7.93
C=C=C,9.69
C=C=O,9.62
O=C=S,11.18
S=C(Cl)Cl,9.61
C=C(C)C1CC1,8.66
c1ccc2c(c1)c1ccccc3c4ccccc4c2c13,6.84
C#CC(=O)O,10.45
NC(=O)C(N)=O,9.41
O=C=C1C=CC=C1,8.05
C1=CC=C2C=CC=CC(=C1)N2,7.75
C1=CC=C2C=CC=CC(=C1)O2,7.9
c1ccc2c(c1)C1c3ccccc3C2c2ccccc21,7.8
Nc1cccc2cccc(N)c12,6.65
CCOc1ccc(N=[N+]([O-])c2ccc(OCC)cc2)cc1,7.2
ON=C1CCCCCCCCCCC1Cl,9.18
CCCCOOCCCC,9.36
C#CCOc1ccc(C(C)(C)C)cc1,7.85
C1CSCS1,8.6
Cc1ccc(C)c(C)c1C,8.16
Cc1cc1=O,9.15
COC(Cl)Cl,10.84
C#CC#CC,9.4
CC1(C)CCc2ccccc21,8.47
Cc1cc(C)cc(N(C)C)c1,6.95
CCC1CCCCC1C,9.32
CCC1(C)CCCCC1,9.34
C1=CC2CCCC12,9.37
C1CCC2CCCCC2C1,9.32
C1CCC2CCCCC2C1,9.32
c1ccc2c(c1)CCCO2,7.93
CCCC(=O)c1ccccc1,9.08
c1c2c(cc3c1CCC3)CCC2,7.94
CC12CCC(C)(CC1)N=N2,7.73
c1ccc2c(c1)CCN2,7.15
c1ccc2c(c1)CCO2,7.65
CC=C(C)C=O,9.6
C=C1C=CC=C1,8.36
OC1=NCCO1,9.6
O=C1CC2CCC1C2,8.9
CN(C)N1CCCCC1,6.83
C1#CCCC#CCC1,8.9
C1=CC2CCC1C2,8.81
C=O,10.88
C1=CC2C=CC1CC2,8.5
O=C1C2(CCCC2)C(=O)C12CCCC2,8.9
COc1ccc(N=Nc2ccc(OC)cc2)cc1,7.72
C(#Cc1ccccc1)c1ccccc1,7.94
CCCCC(=O)CCCC,9.07
C=c1ccc(=C)cc1,7.5
CC#CC,9.58
C=NN=C,8.95
c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,7.12
C1CNC1,8.63
C1COC1,9.65
CC(C)(C)[Si](C)(C)C,9.34
O=[N+]([O-])c1ccccc1C=Cc1ccccn1,8.3
O=C1CCCC(=O)C1,9.52
Nc1ccccn1,8.1
O=C=C=C=O,10.6
C1CCSSC1,8.1
C1CSCSC1,8.2
C1CSCCS1,8.4
C=C1CCSCC1,9.22
CCCC=CC=O,9.65
C1CCOCOC1,9.45
N#CBr,11.84
N#CCl,12.36
N#CI,10.87
CC(=O)Br,10.24
CC(=O)S,10
CP(C)F,8.8
CC(C)(C)Br,9.92
IC(I)(I)I,8.95
C#CC1CCC1,9.6
CC(C)C=C(C(C)(C)C)C(C)(C)C,8.31
CCCC=C(CC)C(C)CC,8.04
OC1CCS1,8.3
C=CC=C=O,8.3
C1=CCC23CC=CCC2(C1)CC3,8.7
C#C[O],9.5
COP(=O)(OC)OC,9.99
C1CC2CC(C1)OO2,8.6
C1C2CC3CC1C23,8.7
CC=C(C)C,8.69
CC(C)CCl,10.73
CC(C)CI,9.18
C=C(C)CO,9.26
CCC(C)I,9.1
C=C(C)C(=C)C,8.62
CN=C(NC#N)NCCSCc1[nH]cnc1C,7.7
C=C=C(C)C1CC1,8.83
CB(C)Br,10.25
C1=CC2CC12,8
C[CH]C=CC,7.07
c1ccc(-c2c3ccccc3c(-c3ccccc3)c3c(-c4ccccc4)c4ccccc4c(-c4ccccc4)c23)cc1,6.41
CN1C(=O)C(=O)N(C)C1=O,10.19
CN(C)CN(C)C,7.74
CC=CC=CC,8.24
CC=CC=CC,8.09
c1ccc(C(c2ccccc2)c2ccccc2)cc1,8.34
C1=CCCC=CCC1,8.2
CCCCN(C)N(C)C,6.63
Cc1cccc(C)c1C,8.42
CC1=C(C)C(=O)C(C)=C(C)C1=O,9.16
O=C1C(F)=C(F)C(=O)C(F)=C1F,10.7
CCSC1=CC(=O)CC(C)(C)C1,8.2
C#CCC=O,9.85
C1CCC2(CC1)CCC21CC1,8.5
C=C1C=CC1=C,8.8
C=CCSCC,8.51
c1cc2ccc1CCCCCC2,7.5
C=C(c1ccccc1)c1ccccc1,8
c1cc2ccc3cc4ccc5cc6ccc7cccc8c9ccc%10c(c1)c2c3c1c4c5c(c6c78)c9c%101,6.76
CB1NB(C)NB(C)N1,9.07
c1cc2c(c3c1CCCC3)CCCC2,7.89
CC=C=C=O,9.5
COc1ccc(SSc2ccc(OC)cc2)cc1,7.6
O=c1cccccc1O,9.86
COC(C)OC,9.65
Cc1ccco1,8.38
CS(=O)(=O)C=Cc1ccccc1,8.7
C=CC=S,8.3
C#CC=CC=CC=C,7.8
Clc1ccccc1C=Cc1ccccn1,8.07
C#Cc1ccccc1,8.82
COc1cccc(N)c1,7.76
c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,7.39
C1CC2CCC1CC21CC1,8.7
CN(C)N1CCCC1,6.59
C=CCC=CCCC,8.96
C(=Nc1ccccc1)c1ccccc1,7.9
c1ccc(CSCc2ccccc2)cc1,8.05
COCc1ccccc1,8.85
CC(C)Cc1ccccc1,8.69
COc1ccc(C(C)(C)C)cc1,7.77
C1CN2CCCN2C1,6.51
O=c1cccccc1,8.88
Fc1ccc(F)cc1,9.16
OCCBr,10
CCCCl,10.82
CCOC,9.72
CCOC(=O)c1[nH]c(C)c(Br)c1C,7.75
CC(C)CC(C)(C)C,9.89
c1ccc2c3ccc4cccc5ccc(c-2cc1)c3c45,6.58
CC(C)CCI,9.2
CC(C)ON=O,10.23
CC(C)=CC(=O)O,9.63
CC1(C)N=NC1(C)C,8.2
CN=[N+](C)[O-],9.7
Clc1cccc(Cl)c1,9.1
C1=CCOCOC1,9
ClC1CCCCC1,10.1
O=C(c1ccccc1)c1cccnc1,9.6
CCCCI,9.23
CC[SiH2]CC,9.8
C1=CCC=C1,8.57
CC(O)=NCC(=O)O,9.4
CCCON=O,10.34
C1=COCCO1,8.07
C1=CC12CCCCC21C=C1,8.3
N#CC(Cl)(Cl)Cl,11.89
CC1C(C)S1(=O)=O,9.5
COC(=O)C(C)C,9.86
C=C(c1ccccc1)c1ccncc1,8.9
CNc1cccc[n+]1[O-],7.67
N#CC(=C=S)C#N,9.94
C1Cc2c3c(c4c(c2C1)CC4)CCC3,7.95
Cc1cc(N(C)C)c(N(C)C)cc1C,6.4
Fc1ccc(F)c(F)c1F,9.57
CCCN=NCCC,8.1
c1cc(-c2ccncc2)ccn1,9.1
CC1=CC(=O)C=CC1=O,9.78
CCC(=O)OC,10.15
COc1cccc([N+](=O)[O-])c1,8.7
O=Cc1ccc([N+](=O)[O-])cc1,10.27
N#CCc1ccc([N+](=O)[O-])cc1,10.11
NC(Cc1ccc(O)cc1)C(=O)O,8
C=CCI,9.3
CN=C=S,9.25
CSC#N,9.96
Oc1ncccn1,10.06
C1CSSC1,7.6
CC(Br)Br,10.17
BrC(Br)(Br)Br,10.31
CC(C)(C)I,8.98
CC1(C)CO1,10
C=CC(C)(C)C,9.45
C1=CC12CCCC21C=C1,8.3
C1=CCC2CC=CC2C1,8.72
ClC(Cl)(Cl)Cl,11.47
C=CN1CC1,8.2
C=CC(C)C,9.52
C=C(C)CC,9.12
C=C(C)C(C)C,9.07
CC(C)=C(C)C,8.27
CC(=O)C(C)C,9.31
CC(N)C(=O)O,8.88
C1=CC2C=CC12,9
c1ccc2cc3c(ccc4ccccc43)cc2c1,7.45
CCC(C)C(C)=O,9.21
CC=C(C)C(C)=O,9.35
CCC(=O)C(C)C,9.1
CC(C)=C(C)C(C)C,8.17
CC(C)C(=O)C(C)C,8.96
c1ncc(-c2cncnc2)cn1,9
CCC=CO,8.34
CC(C)=CO,8.27
C=CC=CCCCCC,8.44
c1ccc2c(c1)C1CCC2c2ccccc21,8.1
CN(C)c1ccccn1,7.8
C1COSC1,8.1
C1CC1C1CC1,8.9
C#CC(C)C,7.44
COC(=O)C(C)I,9.16
Cc1cccc2cccc(C)c12,7.5
Cc1[nH]c(C)c2ccc(=O)ccc12,7.55
CN(C)N,7.29
Cc1ccc(C)c2ccccc12,7.78
IC1CC2CCC1C2,9
CC=CO,8.7
C1=C(c2ccccc2)Oc2ccccc2O1,7.28
CC(=O)c1ccccc1C,8.9
COc1ccccc1C,7.9
c1ccc([Si]2(c3ccccc3)SCCS2)cc1,8.5
c1cc2c3cc1CCc1ccc(c(c1)CC3)CC2,7.8
CC(C)(C)CN,8.46
O=[N+]([O-])c1ccc2ccccc2c1,8.65
O=C(O)Cc1ccc2ccccc2c1,8.05
Brc1ccccc1Br,8.95
O=C1C=CC=CC1=O,9.3
CCC(O)CC,9.76
c1cc2c(c3c1CC3)CC2,8.18
CC(=O)c1cccc(C)c1,8.85
C=C(C(C)(C)C)C(C)(C)C,8.79
COc1cccc(C(C)=O)c1,8.53
COc1cccc(C(=O)O)c1,9.06
O=C(O)c1ccc(Br)cc1,9.72
O=Nc1ccccc1,8.09
C1=CC12CCCCCC21C=C1,8.25
Cc1ccccc1N=Cc1ccccc1,7.7
CC1=CC=CC2=CC=CC=C1C2,7.5
O=S1CSC1,8.8
COC1=CC=CC2=CC=CC=C1C2,7
CNCCc1ccccc1,8.4
CCCCC(=O)CCC,9.1
BrC=CBr,9.63
BrC=CBr,9.51
CC=CC,9.11
CC1(C2(C)CC2)CC1,8.8
IC=CI,8.6
CC(=O)CC(C)(C)C,9.23
CC(C)CC=O,9.7
Cc1cccc(Br)c1,8.79
C=CC(=C)O,8.68
CC1CC=CCC1,8.91
CC1C=CCCC1,8.89
CC1=CCCCC1,8.67
Ic1ccccc1,8.72
CCCCC(C)=O,9.35
O=[N+]([O-])c1ccc[nH]1,9.3
C=C=CCC,9.25
CCCCCC(C)C,9.84
C=CCCCC,9.44
C=CCCC=C,9.27
C=C=CCCC,9
CC=C=CCC,8.76
C1=CCCC=C1,8.25
C=CCCCCC,9.34
CC=CCCCC,8.84
CCCCOC=O,10.52
BrC12C3C4C1C1C2C3C41Br,9
CF,12.5
CP,9.12
C=CBr,9.82
C#CBr,10.31
C#CCl,10.6
C=CI,9.3
C=CN,8.2
[C-]#[N+]C,11.24
CNO,9
COCl,10.39
CB(C)C,9.5
C=C(Br)Br,9.78
O=C(Br)Br,10.8
CC(Cl)Br,10.37
CP(C)C,8.11
ClC(Cl)(Br)Br,10.4
CCC(C)(C)I,8.93
CCC(C)(C)N,8.46
C=C(C)C(C)(C)C,9.02
CC(C)(C)C(C)(C)C,9.8
C=CC=CC(C)(C)C,8.46
CCS(=O)(=O)CC,9.96
C#CC(C)C,9.97
CC(=O)CBr,9.73
C=CC(C)O,9.53
COC(C)C,9.45
CCN(C)C,7.74
CO[N+](=O)[O-],11.53
CC1CCC1,9.6
FC(Cl)=C(F)Cl,10.2
Cc1ccc(S(=O)(=O)c2ccc(C)cc2)cc1,8.66
CCS(=O)(=O)c1ccccc1,9.4
CCC(C)[N+](=O)[O-],10.71
C1CC2C3CCC(C3)C2C1,9.3
CC=C=O,8.95
CC1(C)Cc2ccccc2[Se]1,7.3
C1Cc2c3c4c5c6c2CCc2c1c(c(c(c2CC6)CC5)CC4)CC3,7.3
CCC#CCCCCCCCCC,9.14
CCCC#CCCCCCCCC,9.07
CCCCC#CCCCCCCC,9.09
