solv1_smiles,solv2_smiles,solv1,solv2,surface_tension,total_C,solv1_x,solv2_x,C
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.5,0.5,35.91,0.0004,0.5,0.5,-3.397940009
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,0.5,31.98,0.0004,0.5,0.5,-3.397940009
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,0.5,33.59,0.0004,0.5,0.5,-3.397940009
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,0.5,35.1,0.0004,0.5,0.5,-3.397940009
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.5,0.5,29.235,0.0004,0.5,0.5,-3.397940009
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.5,0.5,29.38,0.0004,0.5,0.5,-3.397940009
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.5,0.5,33.04,0.000299999,0.5,0.5,-3.52288
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.5,0.5,33.948,0.0002,0.5,0.5,-3.69897
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.5,0.5,36.38,0.0002,0.5,0.5,-3.698970004
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,0.5,35.23,0.0002,0.5,0.5,-3.698970004
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.5,0.5,29.08,0.0001,0.5,0.5,-4
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.5,0.5,34.31,0.0001,0.5,0.5,-4
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.5,0.5,29.289,0.0001,0.5,0.5,-4
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.5,0.5,33.915,0.0001,0.5,0.5,-4
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.5,0.5,36.36,0.0001,0.5,0.5,-4
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.5,0.5,32.51,0.0001,0.5,0.5,-4
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.5,0.5,34.136,0.0001,0.5,0.5,-4
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.5,0.5,36.96,0.0001,0.5,0.5,-4
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,0.5,37.63,0.0001,0.5,0.5,-4
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,0.5,37.68,0.0001,0.5,0.5,-4
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,0.5,24.515,0.0001,0.5,0.5,-4
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,0.5,35.11,0.0001,0.5,0.5,-4
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.5,0.5,36.41,0.0001,0.5,0.5,-4
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.5,0.5,37.34,0.0001,0.5,0.5,-4
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.5,0.5,26.285,0.0001,0.5,0.5,-4
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.5,0.5,33.59,0.0001,0.5,0.5,-4
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.5,0.5,28.769,0.00008,0.5,0.5,-4.09691
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.5,0.5,33.741,0.00008,0.5,0.5,-4.09691
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,0.5,26.739,0.00008,0.5,0.5,-4.09691
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.5,0.5,24.908,0.00008,0.5,0.5,-4.09691
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.5,0.5,36.39,8.00E-05,0.5,0.5,-4.09691
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.5,0.5,35.31,0.00008,0.5,0.5,-4.096910013
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.5,0.5,37.59,8.00E-05,0.5,0.5,-4.096910013
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.5,0.5,35.31,0.00008,0.5,0.5,-4.096910013
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.5,0.5,38.77,0.00008,0.5,0.5,-4.096910013
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.5,0.5,38.35,8.00E-05,0.5,0.5,-4.096910013
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.5,0.5,40.46,0.00008,0.5,0.5,-4.096910013
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,0.5,38.04,0.00008,0.5,0.5,-4.096910013
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,0.5,37.58,8.00E-05,0.5,0.5,-4.096910013
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,0.5,36.17,0.00008,0.5,0.5,-4.096910013
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.5,0.5,38.01,8.00E-05,0.5,0.5,-4.096910013
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.5,0.5,38.98,8.00E-05,0.5,0.5,-4.096910013
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.5,0.5,33.199,0.00004,0.5,0.5,-4.39794
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.5,0.5,39.7,0.00004,0.5,0.5,-4.39794
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,0.5,26.397,0.00004,0.5,0.5,-4.39794
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.5,0.5,23.745,0.00004,0.5,0.5,-4.39794
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.5,0.5,38.19,4.00E-05,0.5,0.5,-4.39794
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.5,0.5,40.84,0.00004,0.5,0.5,-4.397940009
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.5,0.5,41.47,4.00E-05,0.5,0.5,-4.397940009
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.5,0.5,39.7,0.00004,0.5,0.5,-4.397940009
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.5,0.5,43.28,0.00004,0.5,0.5,-4.397940009
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.5,0.5,43.35,4.00E-05,0.5,0.5,-4.397940009
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.5,0.5,44.69,0.00004,0.5,0.5,-4.397940009
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,0.5,42.58,0.00004,0.5,0.5,-4.397940009
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,0.5,42.15,4.00E-05,0.5,0.5,-4.397940009
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,0.5,36.25,0.00004,0.5,0.5,-4.397940009
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.5,0.5,43.13,4.00E-05,0.5,0.5,-4.397940009
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.5,0.5,43.59,4.00E-05,0.5,0.5,-4.397940009
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.5,0.5,35.738,0.00002,0.5,0.5,-4.69897
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.5,0.5,42.99,0.00002,0.5,0.5,-4.69897
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,0.5,31.525,0.00002,0.5,0.5,-4.69897
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.5,0.5,27,0.00002,0.5,0.5,-4.69897
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.5,0.5,42.5,2.00E-05,0.5,0.5,-4.69897
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.5,0.5,44.64,0.00002,0.5,0.5,-4.698970004
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.5,0.5,44.99,0.00002,0.5,0.5,-4.698970004
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.5,0.5,45.245,0.00002,0.5,0.5,-4.698970004
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.5,0.5,47.31,0.00002,0.5,0.5,-4.698970004
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.5,0.5,47.49,0.00002,0.5,0.5,-4.698970004
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,0.5,46.3,0.00002,0.5,0.5,-4.698970004
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,0.5,45.98,0.00002,0.5,0.5,-4.698970004
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,0.5,40.915,0.00002,0.5,0.5,-4.698970004
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.5,0.5,47.41,0.00002,0.5,0.5,-4.698970004
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.5,0.5,47.22,0.00002,0.5,0.5,-4.698970004
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.5,0.5,49.09,0.00001,0.5,0.5,-5
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.5,0.5,49.62,0.00001,0.5,0.5,-5
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.5,0.5,40.835,0.00001,0.5,0.5,-5
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.5,0.5,49.535,0.00001,0.5,0.5,-5
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.5,0.5,50.74,0.00001,0.5,0.5,-5
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.5,0.5,51.79,0.00001,0.5,0.5,-5
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.5,0.5,48.281,0.00001,0.5,0.5,-5
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.5,0.5,49.21,0.00001,0.5,0.5,-5
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,0.5,50.955,0.00001,0.5,0.5,-5
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,0.5,50.1,0.00001,0.5,0.5,-5
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,0.5,40.316,0.00001,0.5,0.5,-5
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,0.5,49.18,0.00001,0.5,0.5,-5
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.5,0.5,50.59,0.00001,0.5,0.5,-5
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.5,0.5,51.17,0.00001,0.5,0.5,-5
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.5,0.5,36.06,0.00001,0.5,0.5,-5
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.5,0.5,47.33,0.00001,0.5,0.5,-5
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.5,0.5,53.71,0.000005,0.5,0.5,-5.301029996
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.5,0.5,53.61,5.00E-06,0.5,0.5,-5.301029996
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.5,0.5,53.02,0.000005,0.5,0.5,-5.301029996
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.5,0.5,56.515,0.000005,0.5,0.5,-5.301029996
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.5,0.5,55.35,5.00E-06,0.5,0.5,-5.301029996
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.5,0.5,53.09,0.000005,0.5,0.5,-5.301029996
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,0.5,54.795,0.000005,0.5,0.5,-5.301029996
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,0.5,53.73,5.00E-06,0.5,0.5,-5.301029996
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,0.5,53.225,0.000005,0.5,0.5,-5.301029996
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.5,0.5,53.575,5.00E-06,0.5,0.5,-5.301029996
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.5,0.5,55.03,5.00E-06,0.5,0.5,-5.301029996
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.5,0.5,48.891,0.000005,0.5,0.5,-5.30103
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.5,0.5,52.462,0.000005,0.5,0.5,-5.30103
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,0.5,49.113,0.000005,0.5,0.5,-5.30103
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.5,0.5,48.572,0.000005,0.5,0.5,-5.30103
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.5,0.5,51.61,5.00E-06,0.5,0.5,-5.30103
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.5,0.5,62.53,0.000001,0.5,0.5,-6
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.5,0.5,59.9,0.000001,0.5,0.5,-6
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.5,0.5,59.67,0.000001,0.5,0.5,-6
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CC(C)(CC(C)(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)C)C,0.5,0.5,61.03,0.000001,0.5,0.5,-6
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.5,0.5,65.46,0.000001,0.5,0.5,-6
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.5,0.5,62.66,0.000001,0.5,0.5,-6
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.5,0.5,60.315,0.000001,0.5,0.5,-6
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.5,0.5,60.92,0.000001,0.5,0.5,-6
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,0.5,61.015,0.000001,0.5,0.5,-6
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,0.5,61.93,0.000001,0.5,0.5,-6
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,0.5,55.707,0.000001,0.5,0.5,-6
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5,0.5,62.735,0.000001,0.5,0.5,-6
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.5,0.5,64.085,0.000001,0.5,0.5,-6
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.5,0.5,63.32,0.000001,0.5,0.5,-6
CCCCCC(CCC)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.5,0.5,62.301,0.000001,0.5,0.5,-6
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO[H],CCCCCCCCCCCC[N+](C)(CC([O-])=O)C,0.5,0.5,59.43,0.000001,0.5,0.5,-6
